Route,Year,Aou,SpeciesTotal
20,1968,3160,5
20,1968,3250,2
20,1968,3870,7
20,1968,3930,1
20,1968,4050,4
20,1968,4060,1
20,1968,4090,1
20,1968,4120,2
20,1968,4160,3
20,1968,4171,5
20,1968,4230,3
20,1968,4440,2
20,1968,4520,3
20,1968,4610,7
20,1968,4770,11
20,1968,4880,21
20,1968,4930,1
20,1968,4950,1
20,1968,4980,3
20,1968,5010,5
20,1968,5060,2
20,1968,5110,1
20,1968,5520,3
20,1968,5600,4
20,1968,5630,12
20,1968,5870,8
20,1968,5930,19
20,1968,5970,6
20,1968,5980,13
20,1968,6080,4
20,1968,6100,6
20,1968,6110,2
20,1968,6130,13
20,1968,6220,2
20,1968,6240,10
20,1968,6310,4
20,1968,6360,1
20,1968,6480,2
20,1968,6710,3
20,1968,6740,2
20,1968,6770,6
20,1968,6810,9
20,1968,6830,16
20,1968,6882,2
20,1968,7030,6
20,1968,7040,2
20,1968,7050,4
20,1968,7180,8
20,1968,7270,2
20,1968,7310,12
20,1968,7360,14
20,1968,7510,2
20,1968,7550,12
20,1968,7610,3
20,1968,7660,10
20,1969,1940,1
20,1969,2010,2
20,1969,2890,15
20,1969,3160,7
20,1969,3250,1
20,1969,3870,11
20,1969,3940,1
20,1969,4050,2
20,1969,4060,2
20,1969,4120,4
20,1969,4160,4
20,1969,4171,1
20,1969,4230,3
20,1969,4440,2
20,1969,4520,4
20,1969,4560,1
20,1969,4610,11
20,1969,4770,11
20,1969,4880,13
20,1969,4950,3
20,1969,5010,7
20,1969,5060,4
20,1969,5290,1
20,1969,5600,3
20,1969,5630,11
20,1969,5870,13
20,1969,5930,15
20,1969,5970,5
20,1969,5980,18
20,1969,6080,9
20,1969,6100,1
20,1969,6110,3
20,1969,6130,2
20,1969,6220,1
20,1969,6240,9
20,1969,6310,4
20,1969,6360,1
20,1969,6480,1
20,1969,6710,3
20,1969,6740,1
20,1969,6770,3
20,1969,6810,5
20,1969,6830,7
20,1969,6882,2
20,1969,7030,4
20,1969,7050,6
20,1969,7180,9
20,1969,7310,7
20,1969,7360,6
20,1969,7510,1
20,1969,7550,10
20,1969,7610,4
20,1969,7660,10
20,1970,2890,16
20,1970,3160,7
20,1970,3250,1
20,1970,3330,1
20,1970,3430,1
20,1970,3870,16
20,1970,3940,1
20,1970,4050,1
20,1970,4120,4
20,1970,4160,10
20,1970,4230,1
20,1970,4440,5
20,1970,4520,10
20,1970,4610,11
20,1970,4650,1
20,1970,4770,17
20,1970,4880,10
20,1970,4930,1
20,1970,4950,4
20,1970,4980,2
20,1970,5010,10
20,1970,5060,1
20,1970,5110,2
20,1970,5600,1
20,1970,5630,12
20,1970,5870,9
20,1970,5930,14
20,1970,5970,3
20,1970,5980,24
20,1970,6080,8
20,1970,6100,16
20,1970,6110,5
20,1970,6130,22
20,1970,6240,6
20,1970,6310,8
20,1970,6330,1
20,1970,6360,1
20,1970,6710,6
20,1970,6770,6
20,1970,6810,7
20,1970,6830,11
20,1970,6882,2
20,1970,7030,1
20,1970,7050,5
20,1970,7180,4
20,1970,7270,2
20,1970,7310,4
20,1970,7360,3
20,1970,7510,3
20,1970,7550,3
20,1970,7610,5
20,1970,7660,7
20,1971,60,1
20,1971,1940,2
20,1971,2010,7
20,1971,2730,2
20,1971,2890,17
20,1971,3160,3
20,1971,3250,15
20,1971,3430,1
20,1971,3850,2
20,1971,3870,16
20,1971,3940,11
20,1971,4050,2
20,1971,4090,1
20,1971,4120,1
20,1971,4230,2
20,1971,4280,1
20,1971,4440,10
20,1971,4520,6
20,1971,4610,12
20,1971,4770,15
20,1971,4880,14
20,1971,4930,1
20,1971,4950,4
20,1971,4980,1
20,1971,5010,10
20,1971,5060,4
20,1971,5070,1
20,1971,5110,3
20,1971,5600,1
20,1971,5630,20
20,1971,5870,7
20,1971,5930,15
20,1971,5970,7
20,1971,5980,25
20,1971,6080,7
20,1971,6100,6
20,1971,6110,16
20,1971,6130,6
20,1971,6170,1
20,1971,6240,10
20,1971,6310,10
20,1971,6480,2
20,1971,6710,3
20,1971,6760,1
20,1971,6770,6
20,1971,6810,8
20,1971,6830,27
20,1971,6882,7
20,1971,7030,2
20,1971,7040,1
20,1971,7050,17
20,1971,7180,3
20,1971,7270,5
20,1971,7310,5
20,1971,7360,20
20,1971,7510,3
20,1971,7550,9
20,1971,7610,7
20,1971,7660,5
20,1972,2010,5
20,1972,2730,2
20,1972,2890,22
20,1972,3160,9
20,1972,3250,13
20,1972,3850,1
20,1972,3870,9
20,1972,3930,1
20,1972,3940,8
20,1972,4090,1
20,1972,4120,2
20,1972,4160,2
20,1972,4230,5
20,1972,4440,11
20,1972,4520,4
20,1972,4610,8
20,1972,4770,12
20,1972,4880,9
20,1972,4950,2
20,1972,5010,10
20,1972,5060,1
20,1972,5070,1
20,1972,5600,1
20,1972,5630,16
20,1972,5870,10
20,1972,5930,19
20,1972,5970,3
20,1972,5980,19
20,1972,6080,7
20,1972,6100,5
20,1972,6110,10
20,1972,6130,6
20,1972,6170,1
20,1972,6240,13
20,1972,6310,8
20,1972,6480,1
20,1972,6630,2
20,1972,6710,2
20,1972,6770,3
20,1972,6810,3
20,1972,6830,10
20,1972,6882,6
20,1972,7030,5
20,1972,7050,12
20,1972,7180,4
20,1972,7270,2
20,1972,7310,6
20,1972,7360,11
20,1972,7510,2
20,1972,7550,4
20,1972,7610,11
20,1972,7660,10
20,1973,2890,14
20,1973,3160,7
20,1973,3250,1
20,1973,3330,2
20,1973,3390,1
20,1973,3850,1
20,1973,3870,18
20,1973,3900,1
20,1973,3940,2
20,1973,4050,6
20,1973,4060,1
20,1973,4090,2
20,1973,4230,2
20,1973,4280,2
20,1973,4440,1
20,1973,4520,8
20,1973,4560,3
20,1973,4610,10
20,1973,4770,14
20,1973,4880,22
20,1973,4930,1
20,1973,4950,4
20,1973,4980,3
20,1973,5010,10
20,1973,5060,2
20,1973,5070,1
20,1973,5110,7
20,1973,5520,2
20,1973,5600,6
20,1973,5630,11
20,1973,5870,13
20,1973,5930,20
20,1973,5970,8
20,1973,5980,21
20,1973,6040,1
20,1973,6080,6
20,1973,6100,4
20,1973,6110,18
20,1973,6130,5
20,1973,6170,4
20,1973,6240,13
20,1973,6280,2
20,1973,6310,4
20,1973,6360,1
20,1973,6480,4
20,1973,6710,4
20,1973,6730,3
20,1973,6740,1
20,1973,6770,8
20,1973,6810,6
20,1973,6830,20
20,1973,6882,1
20,1973,7030,3
20,1973,7040,3
20,1973,7050,5
20,1973,7180,1
20,1973,7270,4
20,1973,7310,17
20,1973,7360,8
20,1973,7510,5
20,1973,7550,8
20,1973,7610,2
20,1973,7660,6
20,1974,2010,1
20,1974,2730,1
20,1974,2890,15
20,1974,3160,4
20,1974,3250,4
20,1974,3370,3
20,1974,3870,10
20,1974,3940,2
20,1974,4050,3
20,1974,4060,1
20,1974,4090,1
20,1974,4120,4
20,1974,4160,2
20,1974,4171,1
20,1974,4230,1
20,1974,4280,2
20,1974,4440,2
20,1974,4520,5
20,1974,4560,4
20,1974,4610,11
20,1974,4770,11
20,1974,4880,27
20,1974,4930,11
20,1974,4950,5
20,1974,4980,13
20,1974,5010,12
20,1974,5060,2
20,1974,5110,6
20,1974,5290,1
20,1974,5520,1
20,1974,5600,4
20,1974,5630,12
20,1974,5870,9
20,1974,5930,15
20,1974,5970,4
20,1974,5980,25
20,1974,6040,1
20,1974,6080,10
20,1974,6100,8
20,1974,6110,13
20,1974,6130,7
20,1974,6170,14
20,1974,6240,8
20,1974,6310,6
20,1974,6360,2
20,1974,6390,2
20,1974,6480,5
20,1974,6710,5
20,1974,6730,1
20,1974,6740,1
20,1974,6770,5
20,1974,6810,6
20,1974,6830,28
20,1974,6840,1
20,1974,6882,4
20,1974,7030,6
20,1974,7050,8
20,1974,7180,16
20,1974,7270,2
20,1974,7310,16
20,1974,7360,9
20,1974,7510,5
20,1974,7550,8
20,1974,7610,11
20,1974,7660,7
20,1975,1940,1
20,1975,2730,1
20,1975,2890,23
20,1975,3160,5
20,1975,3250,5
20,1975,3390,3
20,1975,3850,1
20,1975,3870,7
20,1975,3900,1
20,1975,3940,2
20,1975,4050,6
20,1975,4060,1
20,1975,4160,1
20,1975,4230,9
20,1975,4280,1
20,1975,4440,1
20,1975,4520,2
20,1975,4560,5
20,1975,4610,9
20,1975,4770,12
20,1975,4880,21
20,1975,4930,3
20,1975,4950,10
20,1975,4980,9
20,1975,5010,20
20,1975,5060,3
20,1975,5110,4
20,1975,5290,1
20,1975,5600,3
20,1975,5630,19
20,1975,5870,6
20,1975,5930,19
20,1975,5970,9
20,1975,5980,31
20,1975,6080,10
20,1975,6100,4
20,1975,6110,34
20,1975,6130,9
20,1975,6220,1
20,1975,6240,13
20,1975,6280,1
20,1975,6310,12
20,1975,6360,2
20,1975,6480,1
20,1975,6710,8
20,1975,6730,6
20,1975,6740,3
20,1975,6760,1
20,1975,6770,6
20,1975,6810,8
20,1975,6830,16
20,1975,6882,4
20,1975,7030,2
20,1975,7040,3
20,1975,7050,6
20,1975,7180,8
20,1975,7270,4
20,1975,7310,17
20,1975,7360,6
20,1975,7510,5
20,1975,7550,3
20,1975,7610,4
20,1975,7660,6
20,1976,1940,1
20,1976,2010,3
20,1976,2730,1
20,1976,2890,23
20,1976,3160,5
20,1976,3250,16
20,1976,3390,1
20,1976,3430,1
20,1976,3870,3
20,1976,3940,6
20,1976,4050,3
20,1976,4060,2
20,1976,4120,4
20,1976,4160,1
20,1976,4230,2
20,1976,4280,2
20,1976,4440,3
20,1976,4520,3
20,1976,4560,5
20,1976,4610,14
20,1976,4650,4
20,1976,4770,18
20,1976,4880,24
20,1976,4930,11
20,1976,4950,9
20,1976,4980,14
20,1976,5010,13
20,1976,5060,2
20,1976,5110,4
20,1976,5290,2
20,1976,5600,1
20,1976,5630,13
20,1976,5870,13
20,1976,5930,24
20,1976,5970,7
20,1976,5980,36
20,1976,6080,6
20,1976,6100,6
20,1976,6110,18
20,1976,6130,4
20,1976,6170,3
20,1976,6240,8
20,1976,6280,1
20,1976,6310,8
20,1976,6370,1
20,1976,6480,2
20,1976,6710,11
20,1976,6730,7
20,1976,6740,5
20,1976,6760,3
20,1976,6770,5
20,1976,6810,8
20,1976,6830,25
20,1976,6840,2
20,1976,6882,6
20,1976,7040,1
20,1976,7050,2
20,1976,7180,17
20,1976,7270,2
20,1976,7310,8
20,1976,7360,8
20,1976,7510,7
20,1976,7550,6
20,1976,7610,8
20,1976,7660,11
20,1977,1440,6
20,1977,2010,3
20,1977,2890,14
20,1977,3160,6
20,1977,3250,12
20,1977,3370,1
20,1977,3390,1
20,1977,3430,1
20,1977,3850,1
20,1977,3870,4
20,1977,3940,2
20,1977,4050,3
20,1977,4120,1
20,1977,4160,1
20,1977,4230,3
20,1977,4280,1
20,1977,4520,9
20,1977,4560,8
20,1977,4610,10
20,1977,4650,1
20,1977,4770,11
20,1977,4880,22
20,1977,4930,2
20,1977,4950,4
20,1977,4980,5
20,1977,5010,12
20,1977,5060,3
20,1977,5110,5
20,1977,5600,5
20,1977,5630,4
20,1977,5870,12
20,1977,5930,19
20,1977,5970,6
20,1977,5980,35
20,1977,6080,7
20,1977,6100,2
20,1977,6110,16
20,1977,6130,4
20,1977,6220,1
20,1977,6240,14
20,1977,6310,10
20,1977,6360,6
20,1977,6370,1
20,1977,6480,2
20,1977,6710,4
20,1977,6730,10
20,1977,6740,8
20,1977,6760,3
20,1977,6770,9
20,1977,6810,11
20,1977,6830,21
20,1977,6840,2
20,1977,6882,2
20,1977,7030,2
20,1977,7040,2
20,1977,7050,9
20,1977,7180,1
20,1977,7310,15
20,1977,7360,14
20,1977,7510,9
20,1977,7550,8
20,1977,7610,7
20,1977,7660,4
20,1978,2010,2
20,1978,2890,18
20,1978,3160,4
20,1978,3250,6
20,1978,3370,1
20,1978,3390,1
20,1978,3430,1
20,1978,3870,7
20,1978,3900,1
20,1978,3930,1
20,1978,3940,7
20,1978,4050,9
20,1978,4060,2
20,1978,4090,1
20,1978,4120,1
20,1978,4230,2
20,1978,4440,5
20,1978,4560,4
20,1978,4610,12
20,1978,4650,1
20,1978,4770,12
20,1978,4880,21
20,1978,4950,5
20,1978,4980,5
20,1978,5010,10
20,1978,5060,1
20,1978,5110,2
20,1978,5290,5
20,1978,5600,2
20,1978,5630,6
20,1978,5870,8
20,1978,5930,20
20,1978,5970,11
20,1978,5980,20
20,1978,6080,7
20,1978,6100,4
20,1978,6110,6
20,1978,6130,6
20,1978,6170,1
20,1978,6220,1
20,1978,6240,8
20,1978,6280,3
20,1978,6310,11
20,1978,6330,1
20,1978,6360,2
20,1978,6480,1
20,1978,6710,4
20,1978,6760,1
20,1978,6770,2
20,1978,6810,12
20,1978,6830,16
20,1978,6882,2
20,1978,7040,2
20,1978,7050,4
20,1978,7180,1
20,1978,7270,6
20,1978,7310,13
20,1978,7360,14
20,1978,7510,6
20,1978,7550,6
20,1978,7610,8
20,1978,7660,6
20,1979,2010,1
20,1979,2890,22
20,1979,3160,4
20,1979,3250,2
20,1979,3680,1
20,1979,3870,14
20,1979,3900,1
20,1979,3930,1
20,1979,3940,2
20,1979,4050,4
20,1979,4060,1
20,1979,4120,7
20,1979,4160,2
20,1979,4171,1
20,1979,4230,1
20,1979,4440,4
20,1979,4520,2
20,1979,4560,7
20,1979,4610,10
20,1979,4770,9
20,1979,4880,27
20,1979,4930,1
20,1979,4950,14
20,1979,4980,6
20,1979,5010,5
20,1979,5060,3
20,1979,5070,1
20,1979,5110,3
20,1979,5290,3
20,1979,5600,2
20,1979,5630,6
20,1979,5870,5
20,1979,5930,17
20,1979,5970,8
20,1979,5980,27
20,1979,6080,10
20,1979,6100,6
20,1979,6110,1
20,1979,6130,7
20,1979,6170,1
20,1979,6240,15
20,1979,6280,1
20,1979,6310,8
20,1979,6330,1
20,1979,6360,2
20,1979,6480,4
20,1979,6710,3
20,1979,6730,3
20,1979,6740,7
20,1979,6770,9
20,1979,6810,10
20,1979,6830,24
20,1979,6882,6
20,1979,7040,3
20,1979,7050,4
20,1979,7180,1
20,1979,7270,3
20,1979,7310,9
20,1979,7360,11
20,1979,7510,9
20,1979,7550,7
20,1979,7610,6
20,1979,7660,10
20,1980,2010,1
20,1980,2890,18
20,1980,3160,7
20,1980,3250,4
20,1980,3870,5
20,1980,3940,5
20,1980,4050,7
20,1980,4090,2
20,1980,4120,2
20,1980,4160,3
20,1980,4171,1
20,1980,4230,2
20,1980,4520,3
20,1980,4560,4
20,1980,4610,15
20,1980,4650,3
20,1980,4770,13
20,1980,4880,24
20,1980,4930,1
20,1980,4950,7
20,1980,4980,4
20,1980,5010,9
20,1980,5110,6
20,1980,5290,4
20,1980,5600,2
20,1980,5630,6
20,1980,5870,11
20,1980,5930,9
20,1980,5970,3
20,1980,5980,17
20,1980,6080,5
20,1980,6100,6
20,1980,6110,9
20,1980,6130,6
20,1980,6240,15
20,1980,6280,1
20,1980,6310,10
20,1980,6360,5
20,1980,6480,3
20,1980,6630,6
20,1980,6710,5
20,1980,6730,3
20,1980,6740,2
20,1980,6760,1
20,1980,6770,8
20,1980,6830,16
20,1980,6840,2
20,1980,6882,3
20,1980,7030,2
20,1980,7050,5
20,1980,7180,1
20,1980,7270,3
20,1980,7310,11
20,1980,7360,11
20,1980,7510,6
20,1980,7550,8
20,1980,7610,6
20,1980,7660,2
20,1981,2890,12
20,1981,3160,11
20,1981,3250,4
20,1981,3430,1
20,1981,3870,6
20,1981,3940,1
20,1981,4120,2
20,1981,4160,2
20,1981,4171,1
20,1981,4230,1
20,1981,4280,1
20,1981,4440,1
20,1981,4520,4
20,1981,4560,4
20,1981,4610,10
20,1981,4650,3
20,1981,4770,10
20,1981,4880,13
20,1981,4950,5
20,1981,4980,7
20,1981,5010,6
20,1981,5110,2
20,1981,5290,6
20,1981,5600,3
20,1981,5630,6
20,1981,5870,4
20,1981,5930,6
20,1981,5970,8
20,1981,5980,15
20,1981,6040,1
20,1981,6080,4
20,1981,6100,3
20,1981,6110,2
20,1981,6130,4
20,1981,6170,1
20,1981,6240,8
20,1981,6310,4
20,1981,6360,2
20,1981,6480,5
20,1981,6630,7
20,1981,6710,5
20,1981,6730,3
20,1981,6740,2
20,1981,6760,1
20,1981,6770,9
20,1981,6830,18
20,1981,6840,1
20,1981,6882,15
20,1981,7030,1
20,1981,7040,1
20,1981,7050,3
20,1981,7180,1
20,1981,7270,2
20,1981,7310,14
20,1981,7360,7
20,1981,7510,2
20,1981,7550,5
20,1981,7610,7
20,1981,7660,8
20,1982,2010,1
20,1982,2730,2
20,1982,2890,15
20,1982,3160,4
20,1982,3250,5
20,1982,3870,16
20,1982,3940,4
20,1982,4060,1
20,1982,4090,2
20,1982,4160,2
20,1982,4171,2
20,1982,4230,2
20,1982,4440,2
20,1982,4560,4
20,1982,4610,9
20,1982,4770,7
20,1982,4880,19
20,1982,4930,1
20,1982,4950,9
20,1982,4980,2
20,1982,5010,6
20,1982,5600,5
20,1982,5630,13
20,1982,5870,11
20,1982,5930,20
20,1982,5970,12
20,1982,5980,29
20,1982,6080,7
20,1982,6100,3
20,1982,6110,11
20,1982,6130,8
20,1982,6240,5
20,1982,6280,2
20,1982,6310,6
20,1982,6480,1
20,1982,6710,4
20,1982,6740,1
20,1982,6760,1
20,1982,6770,3
20,1982,6810,7
20,1982,6830,12
20,1982,6840,1
20,1982,6882,3
20,1982,7030,1
20,1982,7050,4
20,1982,7180,5
20,1982,7270,1
20,1982,7310,7
20,1982,7360,10
20,1982,7510,3
20,1982,7550,7
20,1982,7610,11
20,1982,7660,5
20,1983,2890,15
20,1983,3160,11
20,1983,3250,3
20,1983,3430,1
20,1983,3680,1
20,1983,3870,8
20,1983,3940,3
20,1983,4050,1
20,1983,4060,1
20,1983,4090,1
20,1983,4120,1
20,1983,4160,3
20,1983,4171,1
20,1983,4520,2
20,1983,4560,5
20,1983,4610,10
20,1983,4650,1
20,1983,4770,14
20,1983,4880,23
20,1983,4930,1
20,1983,4950,7
20,1983,4980,7
20,1983,5010,11
20,1983,5060,2
20,1983,5110,4
20,1983,5290,3
20,1983,5600,3
20,1983,5630,9
20,1983,5870,11
20,1983,5930,19
20,1983,5970,8
20,1983,5980,35
20,1983,6080,5
20,1983,6100,6
20,1983,6110,5
20,1983,6130,4
20,1983,6170,1
20,1983,6240,10
20,1983,6310,4
20,1983,6360,8
20,1983,6480,1
20,1983,6710,5
20,1983,6730,4
20,1983,6740,3
20,1983,6760,2
20,1983,6770,7
20,1983,6810,9
20,1983,6830,17
20,1983,6840,1
20,1983,6882,3
20,1983,7040,2
20,1983,7050,4
20,1983,7180,7
20,1983,7270,2
20,1983,7310,17
20,1983,7360,4
20,1983,7510,7
20,1983,7550,1
20,1983,7610,5
20,1983,7660,7
20,1984,2890,13
20,1984,3100,2
20,1984,3250,2
20,1984,3870,12
20,1984,3940,2
20,1984,4120,1
20,1984,4160,1
20,1984,4171,1
20,1984,4280,1
20,1984,4430,1
20,1984,4440,2
20,1984,4520,4
20,1984,4560,5
20,1984,4610,10
20,1984,4650,2
20,1984,4770,8
20,1984,4880,24
20,1984,4950,5
20,1984,4980,6
20,1984,5010,3
20,1984,5060,1
20,1984,5070,1
20,1984,5110,1
20,1984,5290,1
20,1984,5600,2
20,1984,5630,8
20,1984,5870,11
20,1984,5930,17
20,1984,5970,3
20,1984,5980,31
20,1984,6080,3
20,1984,6100,5
20,1984,6110,2
20,1984,6130,6
20,1984,6170,7
20,1984,6240,18
20,1984,6270,1
20,1984,6280,1
20,1984,6310,10
20,1984,6360,7
20,1984,6370,1
20,1984,6480,3
20,1984,6710,4
20,1984,6730,2
20,1984,6740,2
20,1984,6760,1
20,1984,6770,7
20,1984,6810,6
20,1984,6830,24
20,1984,6840,1
20,1984,7030,1
20,1984,7040,1
20,1984,7050,4
20,1984,7180,2
20,1984,7270,1
20,1984,7310,10
20,1984,7360,5
20,1984,7510,6
20,1984,7550,2
20,1984,7610,5
20,1984,7660,1
20,1985,1940,4
20,1985,2010,1
20,1985,2890,13
20,1985,3160,5
20,1985,3250,3
20,1985,3870,10
20,1985,3930,1
20,1985,3940,5
20,1985,4050,2
20,1985,4120,1
20,1985,4160,1
20,1985,4171,2
20,1985,4280,1
20,1985,4430,1
20,1985,4520,2
20,1985,4560,4
20,1985,4610,7
20,1985,4650,2
20,1985,4770,11
20,1985,4880,21
20,1985,4930,1
20,1985,4950,9
20,1985,4980,4
20,1985,5010,5
20,1985,5060,1
20,1985,5070,1
20,1985,5110,1
20,1985,5290,3
20,1985,5600,6
20,1985,5630,12
20,1985,5870,5
20,1985,5930,10
20,1985,5970,8
20,1985,5980,25
20,1985,6080,7
20,1985,6100,5
20,1985,6110,18
20,1985,6130,11
20,1985,6170,3
20,1985,6240,10
20,1985,6280,1
20,1985,6310,4
20,1985,6360,1
20,1985,6480,1
20,1985,6710,4
20,1985,6730,2
20,1985,6740,1
20,1985,6770,1
20,1985,6810,9
20,1985,6830,22
20,1985,6840,1
20,1985,6882,3
20,1985,7030,1
20,1985,7040,1
20,1985,7050,2
20,1985,7270,1
20,1985,7310,5
20,1985,7360,10
20,1985,7510,4
20,1985,7550,3
20,1985,7610,6
20,1985,7660,2
20,1986,1940,3
20,1986,2730,1
20,1986,2890,17
20,1986,3160,8
20,1986,3250,3
20,1986,3390,1
20,1986,3870,12
20,1986,3940,3
20,1986,4050,5
20,1986,4120,1
20,1986,4160,1
20,1986,4171,1
20,1986,4230,3
20,1986,4440,1
20,1986,4520,3
20,1986,4560,2
20,1986,4610,16
20,1986,4770,12
20,1986,4880,6
20,1986,4950,3
20,1986,4980,6
20,1986,5010,10
20,1986,5060,1
20,1986,5110,1
20,1986,5290,4
20,1986,5600,1
20,1986,5630,16
20,1986,5870,6
20,1986,5930,14
20,1986,5970,9
20,1986,5980,21
20,1986,6080,6
20,1986,6100,9
20,1986,6110,6
20,1986,6130,4
20,1986,6220,1
20,1986,6240,11
20,1986,6310,9
20,1986,6360,3
20,1986,6710,4
20,1986,6730,2
20,1986,6770,1
20,1986,6810,9
20,1986,6830,14
20,1986,7030,2
20,1986,7050,1
20,1986,7180,6
20,1986,7270,3
20,1986,7310,8
20,1986,7360,8
20,1986,7510,7
20,1986,7550,3
20,1986,7610,5
20,1986,7660,4
20,1987,1940,2
20,1987,2890,16
20,1987,3160,5
20,1987,3250,4
20,1987,3390,1
20,1987,3870,12
20,1987,3940,2
20,1987,4050,4
20,1987,4090,2
20,1987,4120,1
20,1987,4160,2
20,1987,4520,2
20,1987,4560,6
20,1987,4610,10
20,1987,4770,8
20,1987,4880,23
20,1987,4950,1
20,1987,4980,5
20,1987,5010,6
20,1987,5110,14
20,1987,5290,3
20,1987,5600,2
20,1987,5630,14
20,1987,5870,9
20,1987,5930,22
20,1987,5970,7
20,1987,5980,32
20,1987,6040,2
20,1987,6080,3
20,1987,6100,5
20,1987,6110,2
20,1987,6130,8
20,1987,6170,3
20,1987,6240,14
20,1987,6280,1
20,1987,6310,5
20,1987,6360,2
20,1987,6480,3
20,1987,6710,8
20,1987,6730,3
20,1987,6740,1
20,1987,6770,4
20,1987,6810,8
20,1987,6830,20
20,1987,6882,3
20,1987,7030,2
20,1987,7040,1
20,1987,7050,2
20,1987,7180,7
20,1987,7270,1
20,1987,7310,2
20,1987,7360,12
20,1987,7510,8
20,1987,7550,13
20,1987,7610,7
20,1987,7660,5
20,1988,2010,1
20,1988,2890,20
20,1988,3160,5
20,1988,3250,4
20,1988,3870,8
20,1988,3940,2
20,1988,4050,6
20,1988,4090,1
20,1988,4120,1
20,1988,4160,2
20,1988,4171,1
20,1988,4230,2
20,1988,4280,1
20,1988,4430,1
20,1988,4440,1
20,1988,4520,4
20,1988,4560,7
20,1988,4610,9
20,1988,4650,2
20,1988,4770,16
20,1988,4880,28
20,1988,4930,1
20,1988,4950,2
20,1988,4980,3
20,1988,5010,6
20,1988,5060,2
20,1988,5070,1
20,1988,5290,2
20,1988,5630,9
20,1988,5870,4
20,1988,5930,20
20,1988,5970,5
20,1988,5980,19
20,1988,6080,3
20,1988,6100,5
20,1988,6110,2
20,1988,6130,5
20,1988,6170,1
20,1988,6240,15
20,1988,6310,4
20,1988,6360,3
20,1988,6480,2
20,1988,6710,4
20,1988,6730,2
20,1988,6740,1
20,1988,6770,4
20,1988,6810,7
20,1988,6830,17
20,1988,7030,1
20,1988,7040,1
20,1988,7050,5
20,1988,7180,1
20,1988,7270,2
20,1988,7310,8
20,1988,7360,9
20,1988,7510,7
20,1988,7550,5
20,1988,7610,4
20,1988,7660,2
20,1989,1940,1
20,1989,2890,9
20,1989,3160,7
20,1989,3250,3
20,1989,3430,1
20,1989,4050,4
20,1989,4060,1
20,1989,4160,1
20,1989,4171,4
20,1989,4230,2
20,1989,4280,2
20,1989,4440,3
20,1989,4560,2
20,1989,4610,5
20,1989,4650,1
20,1989,4770,12
20,1989,4880,36
20,1989,4950,3
20,1989,4980,3
20,1989,5010,4
20,1989,5060,1
20,1989,5070,1
20,1989,5110,3
20,1989,5290,2
20,1989,5600,4
20,1989,5630,5
20,1989,5870,3
20,1989,5930,16
20,1989,5970,10
20,1989,5980,22
20,1989,6080,2
20,1989,6100,3
20,1989,6110,25
20,1989,6130,5
20,1989,6240,17
20,1989,6280,1
20,1989,6310,8
20,1989,6480,2
20,1989,6710,8
20,1989,6730,1
20,1989,6770,2
20,1989,6810,4
20,1989,6830,14
20,1989,7030,3
20,1989,7050,2
20,1989,7180,6
20,1989,7270,2
20,1989,7310,9
20,1989,7360,6
20,1989,7510,2
20,1989,7550,5
20,1989,7610,5
20,1989,7660,5
20,1990,1320,5
20,1990,1720,7
20,1990,1940,1
20,1990,2890,10
20,1990,3100,1
20,1990,3160,4
20,1990,3260,15
20,1990,3870,11
20,1990,3940,4
20,1990,4050,4
20,1990,4120,1
20,1990,4160,3
20,1990,4171,1
20,1990,4230,1
20,1990,4440,2
20,1990,4560,1
20,1990,4610,3
20,1990,4770,6
20,1990,4880,27
20,1990,4930,1
20,1990,4980,1
20,1990,5010,8
20,1990,5110,2
20,1990,5630,7
20,1990,5870,1
20,1990,5930,11
20,1990,5970,9
20,1990,5980,11
20,1990,6080,1
20,1990,6100,2
20,1990,6120,2
20,1990,6130,1
20,1990,6240,3
20,1990,6310,3
20,1990,6480,3
20,1990,6710,2
20,1990,6810,4
20,1990,6830,14
20,1990,7030,1
20,1990,7050,1
20,1990,7180,8
20,1990,7310,6
20,1990,7360,1
20,1990,7550,3
20,1990,7610,12
20,1991,1940,1
20,1991,2890,13
20,1991,3160,2
20,1991,3250,9
20,1991,3370,1
20,1991,3390,1
20,1991,3870,12
20,1991,4050,2
20,1991,4120,6
20,1991,4160,2
20,1991,4171,1
20,1991,4230,1
20,1991,4430,1
20,1991,4440,1
20,1991,4560,2
20,1991,4610,11
20,1991,4770,5
20,1991,4880,17
20,1991,4930,1
20,1991,4980,1
20,1991,5010,6
20,1991,5070,2
20,1991,5110,1
20,1991,5630,3
20,1991,5870,2
20,1991,5930,20
20,1991,5970,4
20,1991,5980,18
20,1991,6080,1
20,1991,6100,2
20,1991,6110,2
20,1991,6130,9
20,1991,6240,2
20,1991,6310,4
20,1991,6480,1
20,1991,6710,1
20,1991,6730,1
20,1991,6830,10
20,1991,7050,1
20,1991,7180,10
20,1991,7310,3
20,1991,7360,9
20,1991,7510,1
20,1991,7550,4
20,1991,7610,4
20,1991,7660,4
20,1992,2890,5
20,1992,3160,1
20,1992,3250,1
20,1992,3370,1
20,1992,3850,1
20,1992,3870,9
20,1992,4120,3
20,1992,4160,3
20,1992,4171,1
20,1992,4230,1
20,1992,4280,3
20,1992,4560,1
20,1992,4610,11
20,1992,4770,3
20,1992,4880,23
20,1992,4980,3
20,1992,5010,6
